fsq_id,bk_station_distance,latitude,longitude,name,category_name,uid
5b8409979ba3e50039de16b4,956,34.024167,-118.278235,Starbucks,Coffee Shop,bcycle_lametro_4227
4bbf617a006dc9b6227bfc3f,926,34.024817,-118.278356,Spudnuts Donuts,Coffee Shop,bcycle_lametro_4227
4b999c2af964a520448735e3,879,34.025331,-118.278154,Jack In The Box,Fast Food Restaurant,bcycle_lametro_4227
4a33da8ef964a520559b1fe3,27,34.04201,-118.235311,Urth Caffé,Dining and Drinking,bcycle_lametro_3048
56404d37cd100d9903928baa,106,34.042727,-118.235112,Resident,Music Venue,bcycle_lametro_3048
5ade034f56c89f3f7d590b9d,221,34.041384,-118.232823,Bavel,American Restaurant,bcycle_lametro_3048
5d5afce2da831b0008c6c441,246,34.041384,-118.232823,Verve Coffee Roasters,"Cafes, Coffee, and Tea Houses",bcycle_lametro_3048
60c3a5ef874c56008f9ead87,257,34.040288,-118.233228,Girl & The Goat LA,Restaurant,bcycle_lametro_3048
565ddc0a498ee555d26003aa,332,34.044584,-118.235217,Arts District Brewing,Arcade,bcycle_lametro_3048
53c621cb498ecf3134b82684,383,34.038955,-118.232637,Blue Bottle Coffee,"Cafes, Coffee, and Tea Houses",bcycle_lametro_3048
52fcf9ab498e29e90ea6f33b,355,34.039329,-118.232573,Zinc Café & Market,Café,bcycle_lametro_3048
49b064dcf964a520bc521fe3,431,34.045641,-118.235944,Wurstküche,Restaurant,bcycle_lametro_3048
5f8c87641ae1fc13b29747d9,447,34.045646,-118.235802,Cha Cha CHA,Cocktail Bar,bcycle_lametro_3048
4a7d028cf964a5204bee1fe3,434,34.056535,-118.24881,Dorothy Chandler Pavilion,Music Venue,bcycle_lametro_3049
4b452475f964a5201d0626e3,179,34.056963,-118.251152,Bunkerhill Market Deli & Liquor,Deli,bcycle_lametro_3049
563ac687cd101c7dff9cd41b,367,34.054218,-118.251314,Otium,Restaurant,bcycle_lametro_3049
548fb583498e8a413751b20f,290,34.056436,-118.250718,Au L.Ac.,Asian Restaurant,bcycle_lametro_3049
577effa1498eccce05f8eb71,662,34.051101,-118.25444,71Above,Cocktail Bar,bcycle_lametro_3049
4a5bfb78f964a52018bc1fe3,880,34.048991,-118.254826,The Water Grill,American Restaurant,bcycle_lametro_3049
58680bee9c439d2cc839d367,852,34.050714,-118.247924,Blue Bottle Coffee,"Cafes, Coffee, and Tea Houses",bcycle_lametro_3049
4e1f936a628469a57402c1db,916,34.048909,-118.251287,Perch,French Restaurant,bcycle_lametro_3049
5865a033424f935d0b310727,877,34.049823,-118.249252,Bar Clacson,Cocktail Bar,bcycle_lametro_3049
4ad6af7bf964a520240821e3,717,34.051312,-118.257203,Drago Centro,Italian Restaurant,bcycle_lametro_3049
54a7698a498e98a2023c0a00,304,34.076285,-118.255756,Ostrich Farm,American Restaurant,bcycle_lametro_4220
4d7060ae68276ea855578790,258,34.07713,-118.258744,Sage Organic Vegan Bistro,Vegan and Vegetarian Restaurant,bcycle_lametro_4220
5d4e746d61835c0008428269,254,34.076184,-118.256745,Bar Flores,Cocktail Bar,bcycle_lametro_4220
44df5606f964a520e9361fe3,343,34.077596,-118.259956,The Echo,Music Venue,bcycle_lametro_4220
49c96799f964a52061581fe3,335,34.077912,-118.259608,El Prado,Wine Bar,bcycle_lametro_4220
541db696498e5208eda9f5f5,270,34.076157,-118.256532,Woodcat Coffee Bar,Coffee Shop,bcycle_lametro_4220
49c885aaf964a5201e581fe3,320,34.077601,-118.259814,Masa of Echo Park Bakery & Cafe,Pizzeria,bcycle_lametro_4220
5a89f435fc9e9457d635bc23,274,34.076792,-118.256756,Hey Hey,Bubble Tea Shop,bcycle_lametro_4220
5d144511dbde1100257c247a,243,34.076189,-118.256603,Lowboy,Cocktail Bar,bcycle_lametro_4220
57fe8d36498e909b1097c2f8,243,34.076816,-118.25803,Honey Hi,Café,bcycle_lametro_4220
5143f2d7e4b039102cf9793f,140,34.049938,-118.239914,Marugame Monzo,Asian Restaurant,bcycle_lametro_3042
4e5b046a227188671508b714,127,34.048344,-118.239036,Shin-Sen-Gumi,Asian Restaurant,bcycle_lametro_3042
4b5f9a18f964a520fcc329e3,183,34.050329,-118.240346,Fugetsu-Do,Bakery,bcycle_lametro_3042
51aee770454a09a5e4e3b2f9,169,34.047909,-118.239877,Wolf & Crane,Beer Bar,bcycle_lametro_3042
4a087129f964a520c7731fe3,273,34.04683,-118.238796,Sushi Gen,Sushi Restaurant,bcycle_lametro_3042
55d6b113498ea91fc2cce394,46,34.049078,-118.239332,Izakaya Gazen,Sushi Restaurant,bcycle_lametro_3042
49ef5a6ef964a520a6681fe3,166,34.048071,-118.240092,Spitz,Beer Bar,bcycle_lametro_3042
4a562876f964a52096b41fe3,91,34.049744,-118.239628,Far Bar,Restaurant,bcycle_lametro_3042
596448501987ec3cfd0626f0,68,34.049645,-118.239555,RAKKAN Ramen,Ramen Restaurant,bcycle_lametro_3042
4d7ad06d51a3a093d5a69bb3,347,34.046327,-118.237654,Angel City Brewery,Bar,bcycle_lametro_3042
4e0ec9211f6e9964ea26babc,206,34.051764,-118.266763,Monty Bar,Night Club,bcycle_lametro_3040
594f1468ccad6b590b23f89e,704,34.049977,-118.259655,Spire 73,Restaurant,bcycle_lametro_3040
4b26b0aaf964a520917f24e3,329,34.052019,-118.26323,Starbucks,Coffee Shop,bcycle_lametro_3040
49f8d830f964a5202c6d1fe3,899,34.045069,-118.265719,Yard House,American Restaurant,bcycle_lametro_3040
4d3e0158af8ca1432d1711f7,678,34.051136,-118.27326,Sabor Colombiano Restaurant,Latin American Restaurant,bcycle_lametro_3040
54a22995498e8153c22a43e8,802,34.047662,-118.261098,Fogo De Chao,Brazilian Restaurant,bcycle_lametro_3040
4ad6af7bf964a520240821e3,883,34.051312,-118.257203,Drago Centro,Italian Restaurant,bcycle_lametro_3040
57353c56498e900110f3ec86,996,34.048567,-118.257365,85˚C Bakery Café,Bakery,bcycle_lametro_3040
55467fc2498e2e2bf338d5aa,435,34.051553,-118.262019,Brasil Kiss Coffeebar,Coffee Shop,bcycle_lametro_3040
4b4a591df964a520bf8426e3,964,34.050353,-118.256549,538 At the California Club,Dining and Drinking,bcycle_lametro_3040
58f9071d50a6f059539233bd,240,34.03856,-118.264183,Cow Cafe,Café,bcycle_lametro_3047
4b06059df964a5209ce722e3,362,34.042725,-118.264048,The Palm Los Angeles,American Restaurant,bcycle_lametro_3047
56fddd4d498e9364b4a689be,708,34.041645,-118.259005,Birdies,Coffee Shop,bcycle_lametro_3047
5bccfe75872f7d002ce23c2b,370,34.038328,-118.263047,First Draft,Beer Bar,bcycle_lametro_3047
49f8d830f964a5202c6d1fe3,613,34.045069,-118.265719,Yard House,American Restaurant,bcycle_lametro_3047
52bb8e18498ead419e5be61a,894,34.041821,-118.256815,The Theatre at Ace Hotel,Music Venue,bcycle_lametro_3047
62a3a0c0c9c6f92f08d18d7d,368,34.040493,-118.262467,Pine & Crane DTLA,Taiwanese Restaurant,bcycle_lametro_3047
595551c8c4df1d216bb1ef51,769,34.041971,-118.258374,Chipotle Mexican Grill,Fast Food Restaurant,bcycle_lametro_3047
61e74f8b07c6d01d5bddaa4f,722,34.039757,-118.258512,Cabra,Restaurant,bcycle_lametro_3047
55c7c5c6498e4521ebf9a650,977,34.046503,-118.259378,Philz Coffee,"Cafes, Coffee, and Tea Houses",bcycle_lametro_3047
4b884063f964a52079ea31e3,94,34.02634,-118.258509,King Taco Restaurant,Fast Food Restaurant,bcycle_lametro_3045
5b429a7e7564f7002c33491d,809,34.035519,-118.253161,Dama,Cocktail Bar,bcycle_lametro_3045
4ed5542fb63478bbf80cacd9,677,34.034474,-118.259014,Santee Falafel,Fast Food Restaurant,bcycle_lametro_3045
590a3fdcd4cc987a50adecf6,795,34.035,-118.253505,Rossoblu,Italian Restaurant,bcycle_lametro_3045
5ca9398949cf93003768d137,315,34.028221,-118.259888,Panda Express,Chinese Restaurant,bcycle_lametro_3045
4c6c3910f2846dcb4a5062e9,550,34.024986,-118.252542,Subway,Deli,bcycle_lametro_3045
4d6ff8a18781b60c09474535,132,34.027267,-118.257111,Yoshinoya,Fast Food Restaurant,bcycle_lametro_3045
4d99df9a3bca41bde4765dec,806,34.022327,-118.261122,Burger King,Burger Joint,bcycle_lametro_3045
4b5543a3f964a5203de027e3,917,34.033963,-118.264097,Jack In The Box,Fast Food Restaurant,bcycle_lametro_3045
57809c1f498eeca5f3eb1f65,493,34.032411,-118.254023,ACA Grill,BBQ Joint,bcycle_lametro_3045
4f0fcb0be4b07e9ec8c0cacc,74,34.063777,-118.297127,Kang Ho Dong Baek Jeong,BBQ Joint,bcycle_lametro_4410
4ad18634f964a52097de20e3,28,34.063304,-118.297118,Chunju Han-il Kwan,Korean Restaurant,bcycle_lametro_4410
51f49055498e17877a16d896,89,34.063122,-118.297468,Hangari Bajirak Kalguksoo,Asian Restaurant,bcycle_lametro_4410
54795320498edcb6008ddff9,96,34.063835,-118.297411,Quarters Korean BBQ,BBQ Joint,bcycle_lametro_4410
59b6cad5cf72a07b78f8a696,55,34.063806,-118.296279,Sharp Specialty Coffee,Coffee Shop,bcycle_lametro_4410
525dfda511d247794a1302d6,164,34.062005,-118.297518,Boo’s Philly Cheesesteaks - Koreatown,Restaurant,bcycle_lametro_4410
537947dd498e52a00e18f868,163,34.062135,-118.297662,Honeymee,Ice Cream Parlor,bcycle_lametro_4410
59323b9c6a8d865b7b3c94bd,177,34.062005,-118.297518,85˚C Bakery Café,Bakery,bcycle_lametro_4410
4b319d50f964a520ba0925e3,238,34.063973,-118.294372,Seongbukdong,Korean Restaurant,bcycle_lametro_4410
459ccb48f964a5209e401fe3,332,34.063452,-118.300658,Cassell's Hamburgers,Restaurant,bcycle_lametro_4410
55b40e27498e7fb451ed180f,68,34.050807,-118.233208,Boomtown Brewery,Bar,bcycle_lametro_3079
57ef0ba9498ea3b117dd4e1b,431,34.046153,-118.234821,Manuela To Go,American Restaurant,bcycle_lametro_3079
5801612a38fab747a494609b,499,34.046025,-118.235597,Salt & Straw,Ice Cream Parlor,bcycle_lametro_3079
5f8c87641ae1fc13b29747d9,540,34.045646,-118.235802,Cha Cha CHA,Cocktail Bar,bcycle_lametro_3079
5dfc54b893cd7d000870a262,544,34.04561,-118.235872,Death & Co,Cocktail Bar,bcycle_lametro_3079
49b064dcf964a520bc521fe3,580,34.045641,-118.235944,Wurstküche,Restaurant,bcycle_lametro_3079
4d7ad06d51a3a093d5a69bb3,578,34.046327,-118.237654,Angel City Brewery,Bar,bcycle_lametro_3079
5518423c498edbf62812dbe4,504,34.045761,-118.232408,Cafe Gratitude Arts District,Vegan and Vegetarian Restaurant,bcycle_lametro_3079
4e992c725c5caa2f44ec6955,592,34.045424,-118.236364,The Pie Hole,Bakery,bcycle_lametro_3079
565ddc0a498ee555d26003aa,638,34.044584,-118.235217,Arts District Brewing,Arcade,bcycle_lametro_3079
54029e00498e493a199e184d,78,34.048564,-118.254464,Tender Greens,American Restaurant,bcycle_lametro_3063
4a5bfb78f964a52018bc1fe3,171,34.048991,-118.254826,The Water Grill,American Restaurant,bcycle_lametro_3063
553fda1e498e8a29cd70be09,58,34.048583,-118.253898,Pitchoun,Bakery,bcycle_lametro_3063
4e1f936a628469a57402c1db,234,34.048909,-118.251287,Perch,French Restaurant,bcycle_lametro_3063
49e25d07f964a5200f621fe3,279,34.047072,-118.256559,Bottega Louie,Italian Restaurant,bcycle_lametro_3063
4c85b026d4e23704454e8588,306,34.047521,-118.257275,Sugarfish,Sushi Restaurant,bcycle_lametro_3063
5c12b4cc6dcf04002c84e4f7,112,34.048554,-118.254747,Veggie Grill,Vegan and Vegetarian Restaurant,bcycle_lametro_3063
56270059498ee82ace998773,243,34.047091,-118.255993,Little Sister,Asian Restaurant,bcycle_lametro_3063
53e9021e498e230096f69433,335,34.046625,-118.25082,Guisados DTLA,Taco Restaurant,bcycle_lametro_3063
5c4b869f66fc650039c7d359,184,34.047163,-118.251891,Donut Friend,Donut Shop,bcycle_lametro_3063
57e822ed498e715ce7609025,132,34.106452,-118.287176,Maru Coffee,Coffee Shop,bcycle_lametro_4437
4ae0e2bcf964a520608321e3,104,34.106229,-118.287738,Alcove Cafe & Bakery,Bakery,bcycle_lametro_4437
54e35901498e5fe3d071ef40,175,34.10706,-118.287188,Jeni's Splendid Ice Creams,Ice Cream Parlor,bcycle_lametro_4437
4b560cbff964a520d0fd27e3,31,34.105744,-118.287092,Daily Donuts,Deli,bcycle_lametro_4437
431e2d80f964a52080271fe3,119,34.104234,-118.287771,Ye Rustic Inn,Dive Bar,bcycle_lametro_4437
5a5126e06adbf560337234be,385,34.108884,-118.287222,All Time,Coffee Shop,bcycle_lametro_4437
4adbb20bf964a520142a21e3,263,34.102969,-118.287181,Home,Pizzeria,bcycle_lametro_4437
502ac8b1f1363cc4b3d50bf7,314,34.10258,-118.28767,Spitz: Home of the Doner Kabab,Doner Restaurant,bcycle_lametro_4437
3fd66200f964a520f3ee1ee3,477,34.103057,-118.2915,The Dresden Restaurant,Cocktail Bar,bcycle_lametro_4437
5877fc78e612f226c829ab4f,646,34.100181,-118.290597,Kismet,Mediterranean Restaurant,bcycle_lametro_4437
4a63e995f964a520ffc51fe3,120,34.104882,-118.291535,Palermo Italian Restaurant,Pizzeria,bcycle_lametro_4436
40a55d80f964a52026f31ee3,71,34.105101,-118.292034,House of Pies,Bakery,bcycle_lametro_4436
3fd66200f964a520f3ee1ee3,305,34.103057,-118.2915,The Dresden Restaurant,Cocktail Bar,bcycle_lametro_4436
57e822ed498e715ce7609025,428,34.106452,-118.287176,Maru Coffee,Coffee Shop,bcycle_lametro_4436
4ae0e2bcf964a520608321e3,400,34.106229,-118.287738,Alcove Cafe & Bakery,Bakery,bcycle_lametro_4436
54e35901498e5fe3d071ef40,447,34.10706,-118.287188,Jeni's Splendid Ice Creams,Ice Cream Parlor,bcycle_lametro_4436
510873abe4b0e6d0fa223867,241,34.103738,-118.291372,The Punchbowl,Vegan and Vegetarian Restaurant,bcycle_lametro_4436
5bd3c3fb2632ec002c5bcdb8,204,34.104175,-118.291451,Atrium,Cocktail Bar,bcycle_lametro_4436
40a55d80f964a52022f31ee3,213,34.103728,-118.291655,Figaro Bistrot,Diner,bcycle_lametro_4436
5877fc78e612f226c829ab4f,589,34.100181,-118.290597,Kismet,Mediterranean Restaurant,bcycle_lametro_4436
54837dee498ee85171286360,78,34.095175,-118.283779,Dinosaur Coffee,Coffee Shop,bcycle_lametro_4438
4aa2f5aff964a520c44220e3,66,34.095478,-118.284776,Wat Dong Moon Lek Noodle,Asian Restaurant,bcycle_lametro_4438
3fd66200f964a520aaee1ee3,96,34.095696,-118.284355,The Kitchen,Restaurant,bcycle_lametro_4438
50ef4378e4b0e0b77256e5d6,141,34.095163,-118.283142,Jay's Bar,Wine Bar,bcycle_lametro_4438
4ed5ba28e300d4f603b110e3,254,34.095874,-118.287048,Boo’s Philly Cheesesteaks - Silverlake,Restaurant,bcycle_lametro_4438
410ed580f964a520cc0b1fe3,303,34.097508,-118.285734,Tiki Ti,Cocktail Bar,bcycle_lametro_4438
49bad052f964a520b3531fe3,500,34.091917,-118.28018,Intelligentsia,Coffee Shop,bcycle_lametro_4438
43276800f964a520b9271fe3,224,34.093908,-118.282269,El Cid,Music Venue,bcycle_lametro_4438
3fd66200f964a52001ef1ee3,354,34.092955,-118.281473,4100 Bar,Cocktail Bar,bcycle_lametro_4438
45dc7366f964a52003431fe3,429,34.091178,-118.283987,Eagle LA,Gay Bar,bcycle_lametro_4438
4b6b1e65f964a520f9f32be3,474,34.022588,-118.283195,USC University Club,American Restaurant,bcycle_lametro_4441
5a2737f7dee7703925f577dc,349,34.025459,-118.2853,Dulce,Café,bcycle_lametro_4441
5365da48498e76b3a99be1d6,416,34.024836,-118.277791,El Huero Drive Thru,Fast Food Restaurant,bcycle_lametro_4441
4cd750cfa5b3468869a99850,666,34.028777,-118.275318,Jacks N Joe,Fast Food Restaurant,bcycle_lametro_4441
597fe531db1d810f6a082a20,311,34.025046,-118.284514,Cava,Restaurant,bcycle_lametro_4441
4edd387661af8a14b9b1b444,553,34.02699,-118.276134,Five Guys Burgers & Fries,Burger Joint,bcycle_lametro_4441
5530f692498e151e379754ca,391,34.026437,-118.277467,Starbucks,Coffee Shop,bcycle_lametro_4441
4b52ad0df964a520b88527e3,595,34.028258,-118.275662,Popeyes Louisiana Kitchen,American Restaurant,bcycle_lametro_4441
54d2ca97498e2cbc90a6815d,437,34.023187,-118.279528,Blaze Pizza,Pizzeria,bcycle_lametro_4441
51d8607b498e87f080dd3e99,892,34.034482,-118.283559,Nature's Brew,Café,bcycle_lametro_4441
525dfda511d247794a1302d6,84,34.062005,-118.297518,Boo’s Philly Cheesesteaks - Koreatown,Restaurant,bcycle_lametro_4440
537947dd498e52a00e18f868,69,34.062135,-118.297662,Honeymee,Ice Cream Parlor,bcycle_lametro_4440
59323b9c6a8d865b7b3c94bd,66,34.062005,-118.297518,85˚C Bakery Café,Bakery,bcycle_lametro_4440
51f49055498e17877a16d896,158,34.063122,-118.297468,Hangari Bajirak Kalguksoo,Asian Restaurant,bcycle_lametro_4440
4f0fcb0be4b07e9ec8c0cacc,254,34.063777,-118.297127,Kang Ho Dong Baek Jeong,BBQ Joint,bcycle_lametro_4440
4ad18634f964a52097de20e3,207,34.063304,-118.297118,Chunju Han-il Kwan,Korean Restaurant,bcycle_lametro_4440
459ccb48f964a5209e401fe3,279,34.063452,-118.300658,Cassell's Hamburgers,Restaurant,bcycle_lametro_4440
54795320498edcb6008ddff9,261,34.063835,-118.297411,Quarters Korean BBQ,BBQ Joint,bcycle_lametro_4440
54c8602f498e24faa1130d46,308,34.063421,-118.300587,The Normandie Club,Hotel Bar,bcycle_lametro_4440
550798de498e36719a25668f,262,34.062243,-118.301414,Break Room 86,Karaoke Bar,bcycle_lametro_4440
54d17a8e498e41a7ccdc3471,361,34.095405,-118.302608,Taqueria El Zarape,Mexican Restaurant,bcycle_lametro_4442
4a33366ff964a520179b1fe3,339,34.098631,-118.304155,Jitlada Thai Restaurant,Thai Restaurant,bcycle_lametro_4442
52473c9311d26cb7dd2bde0c,456,34.101983,-118.299123,Papillon International Bakery,Bakery,bcycle_lametro_4442
57f2d140498e42b92e9bc6be,452,34.101632,-118.302443,Friends & Family,Restaurant,bcycle_lametro_4442
5dbcc736f40dcd0007199f41,519,34.095229,-118.295953,Found Oyster,Seafood Restaurant,bcycle_lametro_4442
4a876cc9f964a5204f0420e3,41,34.098493,-118.300331,Zankou Chicken,Middle Eastern Restaurant,bcycle_lametro_4442
62939729e16ae602cd02bda6,552,34.095559,-118.295211,Saffy's,Mediterranean Restaurant,bcycle_lametro_4442
4a05fcf3f964a520a9721fe3,466,34.101617,-118.302867,Sanamluang Café,Thai Restaurant,bcycle_lametro_4442
3fd66200f964a5208aee1ee3,461,34.102011,-118.302238,Jumbo's Clown Room,Cocktail Bar,bcycle_lametro_4442
4ad930fcf964a520f61821e3,651,34.102038,-118.305352,Ruen Pair Thai Restaurant,Thai Restaurant,bcycle_lametro_4442
3fd66200f964a520d1f01ee3,265,34.061996,-118.302682,BCD Tofu House,Korean Restaurant,bcycle_lametro_4444
51a9554e498e7cd688baf90a,252,34.063273,-118.303909,Ahgassi Gopchang,BBQ Joint,bcycle_lametro_4444
4c00d9439cf52d7f636714e7,256,34.063803,-118.306183,Hae Jang Chon Korean BBQ Restaurant,Korean Restaurant,bcycle_lametro_4444
541619a7498e05f962910df7,506,34.061272,-118.310945,Document Coffee Bar,Café,bcycle_lametro_4444
54c8602f498e24faa1130d46,480,34.063421,-118.300587,The Normandie Club,Hotel Bar,bcycle_lametro_4444
459ccb48f964a5209e401fe3,515,34.063452,-118.300658,Cassell's Hamburgers,Restaurant,bcycle_lametro_4444
550798de498e36719a25668f,413,34.062243,-118.301414,Break Room 86,Karaoke Bar,bcycle_lametro_4444
5955239ee4c4591eeb410545,437,34.064454,-118.308884,Bumsan Organic Milk Bar,Ice Cream Parlor,bcycle_lametro_4444
4af8791af964a520950d22e3,138,34.061501,-118.3043,Myung Dong Kyoja,Korean Restaurant,bcycle_lametro_4444
49da55f0f964a520775e1fe3,558,34.065484,-118.309398,Han Bat Sul Lung Tang,Korean Restaurant,bcycle_lametro_4444
49f8d830f964a5202c6d1fe3,762,34.045069,-118.265719,Yard House,American Restaurant,bcycle_lametro_4449
5a238bbd8c35dc301a96ce71,742,34.051273,-118.278144,Shabuya,Hotpot Restaurant,bcycle_lametro_4449
4d3e0158af8ca1432d1711f7,637,34.051136,-118.27326,Sabor Colombiano Restaurant,Latin American Restaurant,bcycle_lametro_4449
4e0ec9211f6e9964ea26babc,973,34.051764,-118.266763,Monty Bar,Night Club,bcycle_lametro_4449
4b06059df964a5209ce722e3,1007,34.042725,-118.264048,The Palm Los Angeles,American Restaurant,bcycle_lametro_4449
4ae901ddf964a520f7b321e3,647,34.05073,-118.277214,Seoul Garden Restaurant,Korean Restaurant,bcycle_lametro_4449
4c083fcbb235ef3b37658937,963,34.043644,-118.263853,El Cholo,Latin American Restaurant,bcycle_lametro_4449
4b42ac97f964a5208fd825e3,711,34.043164,-118.267027,Hyde Lounge La13299516,Night Club,bcycle_lametro_4449
4e8e981e9adf0d7c352d1230,713,34.043065,-118.266955,Buss Stop Bar,Arts and Entertainment,bcycle_lametro_4449
57abeb16498e32186600a39b,887,34.051669,-118.280415,It's Boba Time,Bubble Tea Shop,bcycle_lametro_4449
5a837d4fad178979bbbd6784,47,34.08295,-118.284328,Jewel,Vegan and Vegetarian Restaurant,bcycle_lametro_4453
4b991e5bf964a5208d6235e3,240,34.080382,-118.28428,Cafecito Organico,Coffee Shop,bcycle_lametro_4453
4f038d376da1b97b1576a4e2,303,34.084458,-118.286692,Sqirl,Bakery,bcycle_lametro_4453
5a0d08c88264443cc4d0bbfd,335,34.084781,-118.287122,Melody,Wine Bar,bcycle_lametro_4453
4c8af9cc2e333704571fc941,419,34.085809,-118.286717,California Grill,Asian Restaurant,bcycle_lametro_4453
5259b09a498e332351c44572,920,34.086864,-118.275697,Muddy Paw Coffee Company,Bakery,bcycle_lametro_4453
5330e60d498ed6ce5e0474c9,927,34.086915,-118.275806,Night + Market Song,Thai Restaurant,bcycle_lametro_4453
58685d8192ca4c7f6fdb12e1,935,34.084699,-118.274737,FrankieLucy Bakeshop,Restaurant,bcycle_lametro_4453
5a45620428122f204838c86c,923,34.08563,-118.275179,Dayglow,Coffee Shop,bcycle_lametro_4453
4bc6cff7bf29c9b68d58fa2a,981,34.083719,-118.273728,The Thirsty Crow,Whisky Bar,bcycle_lametro_4453
450e8829f964a52062391fe3,758,34.056226,-118.276779,Langer's,Deli,bcycle_lametro_4447
58438598668af742c7b1c16d,619,34.064119,-118.288149,Yuk Dae Jang,Korean Restaurant,bcycle_lametro_4447
5690a845498e17b9344f8b15,989,34.069557,-118.277496,Crawfords,Beer Bar,bcycle_lametro_4447
4b4bb25af964a5206fa426e3,941,34.05622,-118.289698,The Corner Place,Korean Restaurant,bcycle_lametro_4447
56ee240d498e09fe42a80ea5,876,34.060259,-118.291259,Alchemist Coffee Project,Coffee Shop,bcycle_lametro_4447
4acd4b1af964a520bdcb20e3,723,34.063223,-118.289617,Cafe Mak,Coffee Shop,bcycle_lametro_4447
5764a8a2498ede5f053d5d10,311,34.063927,-118.2839,Starbucks,Coffee Shop,bcycle_lametro_4447
4aa3421ef964a520ca4320e3,747,34.059605,-118.28962,Moodaepo II,BBQ Joint,bcycle_lametro_4447
4abef585f964a5209b9020e3,954,34.059455,-118.292023,Boba Time,Coffee Shop,bcycle_lametro_4447
59a8c73fccad6b451bc3e7d1,862,34.061056,-118.291475,Buffalo Wild Wings,Sports Bar,bcycle_lametro_4447
5a238bbd8c35dc301a96ce71,206,34.051273,-118.278144,Shabuya,Hotpot Restaurant,bcycle_lametro_4446
450e8829f964a52062391fe3,379,34.056226,-118.276779,Langer's,Deli,bcycle_lametro_4446
4d3e0158af8ca1432d1711f7,531,34.051136,-118.27326,Sabor Colombiano Restaurant,Latin American Restaurant,bcycle_lametro_4446
4bcbc86b0687ef3b716fdecc,774,34.052569,-118.286729,Yangmani,BBQ Joint,bcycle_lametro_4446
4ae901ddf964a520f7b321e3,291,34.05073,-118.277214,Seoul Garden Restaurant,Korean Restaurant,bcycle_lametro_4446
5ac3b7544c954c521b40fc9b,835,34.052716,-118.287368,TGI Korean BBQ,BBQ Joint,bcycle_lametro_4446
4e28e7c9d22d848a146899fe,619,34.052091,-118.28488,Olympic Cheong Guk Jang,Korean Restaurant,bcycle_lametro_4446
57abeb16498e32186600a39b,238,34.051669,-118.280415,It's Boba Time,Bubble Tea Shop,bcycle_lametro_4446
4da62bbda86ecc5168c9fe0f,992,34.047144,-118.286131,El Grullense Restaurant,Fast Food Restaurant,bcycle_lametro_4446
49f414b9f964a520fa6a1fe3,535,34.05148,-118.283949,El Taurino,Latin American Restaurant,bcycle_lametro_4446
3fd66200f964a520f3ee1ee3,72,34.103057,-118.2915,The Dresden Restaurant,Cocktail Bar,bcycle_lametro_4451
510873abe4b0e6d0fa223867,6,34.103738,-118.291372,The Punchbowl,Vegan and Vegetarian Restaurant,bcycle_lametro_4451
5bd3c3fb2632ec002c5bcdb8,43,34.104175,-118.291451,Atrium,Cocktail Bar,bcycle_lametro_4451
4a63e995f964a520ffc51fe3,125,34.104882,-118.291535,Palermo Italian Restaurant,Pizzeria,bcycle_lametro_4451
5877fc78e612f226c829ab4f,346,34.100181,-118.290597,Kismet,Mediterranean Restaurant,bcycle_lametro_4451
40a55d80f964a52022f31ee3,48,34.103728,-118.291655,Figaro Bistrot,Diner,bcycle_lametro_4451
52892c62498ea53134945718,438,34.099925,-118.290167,HomeState,Mexican Restaurant,bcycle_lametro_4451
57e822ed498e715ce7609025,485,34.106452,-118.287176,Maru Coffee,Coffee Shop,bcycle_lametro_4451
4c1032ff6b7e2d7f9b4f2735,416,34.099925,-118.290167,Bar Covell,Wine Bar,bcycle_lametro_4451
40a55d80f964a52026f31ee3,181,34.105101,-118.292034,House of Pies,Bakery,bcycle_lametro_4451
502ac8b1f1363cc4b3d50bf7,23,34.10258,-118.28767,Spitz: Home of the Doner Kabab,Doner Restaurant,bcycle_lametro_4452
4adbb20bf964a520142a21e3,73,34.102969,-118.287181,Home,Pizzeria,bcycle_lametro_4452
52892c62498ea53134945718,379,34.099925,-118.290167,HomeState,Mexican Restaurant,bcycle_lametro_4452
5877fc78e612f226c829ab4f,396,34.100181,-118.290597,Kismet,Mediterranean Restaurant,bcycle_lametro_4452
4c1032ff6b7e2d7f9b4f2735,357,34.099925,-118.290167,Bar Covell,Wine Bar,bcycle_lametro_4452
57e822ed498e715ce7609025,469,34.106452,-118.287176,Maru Coffee,Coffee Shop,bcycle_lametro_4452
3fd66200f964a520f3ee1ee3,392,34.103057,-118.2915,The Dresden Restaurant,Cocktail Bar,bcycle_lametro_4452
4ae0e2bcf964a520608321e3,436,34.106229,-118.287738,Alcove Cafe & Bakery,Bakery,bcycle_lametro_4452
54e35901498e5fe3d071ef40,512,34.10706,-118.287188,Jeni's Splendid Ice Creams,Ice Cream Parlor,bcycle_lametro_4452
431e2d80f964a52080271fe3,228,34.104234,-118.287771,Ye Rustic Inn,Dive Bar,bcycle_lametro_4452
4ab1b6bdf964a5207d6a20e3,109,34.052421,-118.300874,Guelaguetza,Mexican Restaurant,bcycle_lametro_4456
4c159ec6a9c220a1f681599d,64,34.052278,-118.310916,Mapo Galbi,Korean Restaurant,bcycle_lametro_4456
4a9f3476f964a520e93c20e3,364,34.052859,-118.305834,Yu Chun Chic Naeng Myun,Korean Restaurant,bcycle_lametro_4456
